40.43656280,-79.94906160,0.015,
40.43661320,-79.94906160,0.007,
40.43666360,-79.94906160,0.015,
40.43671400,-79.94906160,0.043,
40.43701640,-79.94906160,0.049,
40.43706680,-79.94906160,0.038,
40.43711720,-79.94906160,0.036,
40.43651240,-79.94901120,0.023,
40.43656280,-79.94901120,0.004,
40.43661320,-79.94901120,0.001,
40.43666360,-79.94901120,0.005,
40.43671400,-79.94901120,0.017,
40.43676440,-79.94901120,0.029,
40.43681480,-79.94901120,0.029,
40.43686520,-79.94901120,0.060,
40.43691560,-79.94901120,0.061,
40.43696600,-79.94901120,0.035,
40.43701640,-79.94901120,0.021,
40.43706680,-79.94901120,0.015,
40.43711720,-79.94901120,0.016,
40.43716760,-79.94901120,0.050,
40.43651240,-79.94896080,0.012,
40.43656280,-79.94896080,0.001,
40.43661320,-79.94896080,0.002,
40.43666360,-79.94896080,0.005,
40.43671400,-79.94896080,0.010,
40.43676440,-79.94896080,0.015,
40.43681480,-79.94896080,0.016,
40.43686520,-79.94896080,0.044,
40.43691560,-79.94896080,0.044,
40.43696600,-79.94896080,0.021,
40.43701640,-79.94896080,0.009,
40.43706680,-79.94896080,0.006,
40.43711720,-79.94896080,0.007,
40.43716760,-79.94896080,0.032,
40.43651240,-79.94891040,0.009,
40.43656280,-79.94891040,0.001,
40.43661320,-79.94891040,0.003,
40.43666360,-79.94891040,0.009,
40.43671400,-79.94891040,0.016,
40.43676440,-79.94891040,0.017,
40.43681480,-79.94891040,0.015,
40.43686520,-79.94891040,0.043,
40.43691560,-79.94891040,0.047,
40.43696600,-79.94891040,0.025,
40.43701640,-79.94891040,0.011,
40.43706680,-79.94891040,0.005,
40.43711720,-79.94891040,0.003,
40.43716760,-79.94891040,0.021,
40.43651240,-79.94886000,0.014,
40.43656280,-79.94886000,0.001,
40.43661320,-79.94886000,0.003,
40.43666360,-79.94886000,0.011,
40.43671400,-79.94886000,0.025,
40.43676440,-79.94886000,0.030,
40.43681480,-79.94886000,0.025,
40.43686520,-79.94886000,0.057,
40.43691560,-79.94886000,0.068,
40.43696600,-79.94886000,0.040,
